"","club.name","field.name","field.address","lat","lng"
"224","Maryland Rush Montgomery","Maryland SoccerPlex #5","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"225","Maryland Rush Montgomery","Maryland SoccerPlex #6","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"226","Maryland Rush Montgomery","Maryland SoccerPlex #6a","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"227","Maryland Rush Montgomery","Maryland SoccerPlex #7a","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"228","Maryland Rush Montgomery","Maryland SoccerPlex #7b","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"229","Maryland Rush Montgomery","Maryland SoccerPlex #9","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"230","McLean Youth Incorporated","Lewinsville Park #2","1659 Chainbridge Rd, McLean, VA 22101",38.92958,-77.188549
"231","McLean Youth Incorporated","Linway Terrace Park #1","6246 Linway Terrace, McLean, VA 22101",38.923995,-77.152667
"232","McLean Youth Incorporated","Police Field RF #1","1437 Balls Hills Rd, McLean, VA 22101",38.916378,-77.155901
"233","McLean Youth Incorporated","Spring Hill #5A","1239 Spring Hill Rd, McLean, VA 22102",38.946923,-77.22806
"234","McLean Youth Incorporated","Spring Hill Rec Center #5","1239 Springhill Rd, McLean, VA 22101",38.934411,-77.185822
"235","McLean Youth Incorporated","Spring Hill Rec Center USSF Field # 2","1239 Springhill Rd, McLean, VA 22101",38.934411,-77.185822
"236","Montgomery Soccer Inc.","Maryland SoccerPlex #12b","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"237","Montgomery Soccer Inc.","Maryland SoccerPlex #13b","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"238","Montgomery Soccer Inc.","Maryland SoccerPlex #14","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"239","Montgomery Soccer Inc.","Maryland SoccerPlex #15","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"240","Montgomery Soccer Inc.","Maryland SoccerPlex #15b","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"241","Montgomery Soccer Inc.","Maryland SoccerPlex #16","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"242","Montgomery Soccer Inc.","Maryland SoccerPlex #19a","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"243","Montgomery Soccer Inc.","Maryland SoccerPlex #2","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"244","Montgomery Soccer Inc.","Maryland SoccerPlex #20a","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"245","Montgomery Soccer Inc.","Maryland SoccerPlex #22","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"246","Montgomery Soccer Inc.","Maryland SoccerPlex #3","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"247","Montgomery Soccer Inc.","Maryland SoccerPlex #5","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"248","Montgomery Soccer Inc.","Maryland SoccerPlex #6","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"249","Montgomery Soccer Inc.","Maryland SoccerPlex #6a","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"250","Montgomery Soccer Inc.","Maryland SoccerPlex #7","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"251","Montgomery Soccer Inc.","Maryland SoccerPlex #7a","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"252","Montgomery Soccer Inc.","Maryland SoccerPlex #7b","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"253","Northern Virginia Soccer Club","Hellwig Park #3","14420 Bristow Road, Manassas, VA 20112",38.641593,-77.449341
"254","Northern Virginia Soccer Club","Hellwig Park #7","14420 Bristow Road, Manassas, VA 20112",38.641593,-77.449341
"255","Northern Virginia Soccer Club","Hellwig Park #8","14420 Bristow Road, Manassas, VA 20112",38.641593,-77.449341
"256","Northern Virginia Soccer Club","Hellwig Park #8A","14420 Bristow Road, Manassas, VA 20112",38.641593,-77.449341
"257","Northern Virginia Soccer Club","Valley View #2","11930 Valley View Drive, Bristow, VA 20136",38.70321,-77.533188
"258","Northern Virginia Soccer Club","Valley View #5","11930 Valley View Drive, Bristow, VA 20136",38.70321,-77.533188
"259","OBGC","OBGC Community Park #1A","4501 Route 108, Olney, MD 20832",39.169469,-77.090871
"260","OBGC","OBGC Community Park #2A","4501 Route 108, Olney, MD 20832",39.169469,-77.090871
"261","OBGC","OBGC Community Park #2B","4501 Route 108, Olney, MD 20832",39.169469,-77.090871
"262","OBGC","OBGC Community Park #4","4501 Route 108, Olney, MD 20832",39.169469,-77.090871
"263","Old Dominion Football Club","Freedom HS Practice Field","25450 Riding Center Drive, South Riding, VA 20152",38.907266,-77.538832
"264","Old Dominion Football Club","John Champe HS A small","41535 Sacred Mountain Street, Aldie, VA 20105",39.197848,-77.717081
"265","Old Dominion Football Club","John Champe HS B small","41535 Sacred Mountain Street, Aldie, VA 20105",39.197848,-77.717081
"266","Old Dominion Football Club","John Champe HS Turf 2","41535 Sacred Mountain Street, Aldie, VA 20105",39.197848,-77.717081
"267","Old Dominion Football Club","Rock Ridge HS Stadium Turf","43460 Loudoun Reserve Drive, Ashburn, VA 20148",38.976914,-77.50907
"268","Potomac Soccer Association","Greenbriar Local Park #1","12525 Glen rRd, Travillah, MD 20854",39.067276,-77.258074
"269","Potomac Soccer Association","Maryland SoccerPlex #13","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"270","Potomac Soccer Association","Maryland SoccerPlex #13b","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"271","Potomac Soccer Association","Maryland SoccerPlex #14","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"272","Potomac Soccer Association","Maryland SoccerPlex #15","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"273","Potomac Soccer Association","Maryland SoccerPlex #19a","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"274","Potomac Soccer Association","Maryland SoccerPlex #20a","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"275","Potomac Soccer Association","Maryland SoccerPlex #22","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"276","Potomac Soccer Association","Maryland SoccerPlex #3","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"277","Potomac Soccer Association","Maryland SoccerPlex #4","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"278","Potomac Soccer Association","Maryland SoccerPlex #7","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"279","Potomac Soccer Association","Maryland SoccerPlex #9","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"280","Potomac Soccer Association","Maryland SoccerPlex #9b","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"281","Potomac Soccer Association","Muldoons Farm #5","18911 Beallsville Road, Poolesville, MD 20837",39.166956,-77.41745
"282","Premier Athletics Club","Falls Church HS Practice Field","7521 Jaguar Trail, Falls Church, VA 22042",38.863217,-77.20779
"283","Premier Athletics Club","Falls Church HS Stadium","7521 Jaguar Trail, Falls Church, VA 22042",38.863217,-77.20779
"284","Premier Athletics Club","Luther Jackson Middle School #2","3020 Gallows Road, Falls Church, VA 22042",38.86809,-77.227465
"285","Premier Athletics Club","Luther Jackson Middle School #3","3020 Gallows Road, Falls Church, VA 22042",38.86809,-77.227465
"286","Premier Athletics Club","Shrevewood ES #1 (large)","7525 Shreve Road, Falls Church, VA 22043",38.889275,-77.206867
"287","Premier Athletics Club","Shrevewood ES #2 (small)","7525 Shreve Road, Falls Church, VA 22043",38.889275,-77.206867
"288","Premier Athletics Club","Shrevewood ES #3 (small)","7525 Shreve Road, Falls Church, VA 22043",38.889275,-77.206867
"289","Prince William Soccer Club","Chinn Park #1","13001 Chinn Park Dr, Woodbridge, VA 22192",38.671223,-77.33093
"290","Prince William Soccer Club","Chinn Park #2","13001 Chinn Park Dr, Woodbridge, VA 22192",38.671223,-77.33093
"291","Prince William Soccer Club","Howison Park #1A","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"292","Prince William Soccer Club","Howison Park #1B","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"293","Prince William Soccer Club","Howison Park #2B","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"294","Prince William Soccer Club","Howison Park #3A","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"295","Prince William Soccer Club","Howison Park #3B","14716 Minnieville Road, Woodbridge, VA 22193",38.632035,-77.394756
"296","Prince William Soccer Club","Tyrell Park Field #2","14350 Veterans Drive, Woodbridge, VA 22191",38.643521,-77.248754
"297","Prince William Soccer Club","Tyrell Park Field #4","14350 Veterans Drive, Woodbridge, VA 22191",38.643521,-77.248754
"298","Reston Soccer Association","Lake Fairfax #1","1400 Lake Fairfax Dr, Reston, VA 20190",38.965302,-77.316242
"299","Reston Soccer Association","Lake Fairfax #4","1400 Lake Fairfax Dr, Reston, VA 20190",38.965302,-77.316242
"300","Reston Soccer Association","South Lakes High School Stadium Field","11400 South Lakes Drive, Reston, VA 20191",38.931199,-77.338304
"301","Reston Soccer Association","South Lakes High School Upper Field #1A (Langston Hughes MS)","11400 South Lakes Drive, Reston, VA 20191",38.931199,-77.338304
"302","Reston Soccer Association","South Lakes High School Upper Field #1B (Langston Hughes MS)","11400 South Lakes Drive, Reston, VA 20191",38.931199,-77.338304
"303","Reston Soccer Association","South Lakes High School Upper Field 11v11 (Langston Hughes MS)","11400 South Lakes Drive, Reston, VA 20191",38.931199,-77.338304
"304","Severna Park Athletic Association","Kinder Park Kinder Middle","1 Gali Sanchez Way, Millersville, MD 21108",39.096409,-76.586173
"305","Severna Park Athletic Association","Kinder Park Lower Kinder 1","1 Gali Sanchez Way, Millersville, MD 21108",39.096409,-76.586173
"306","Severna Park Athletic Association","Kinder Park Upper Kinder A","1 Gali Sanchez Way, Millersville, MD 21108",39.096409,-76.586173
"307","Severna Park Athletic Association","Kinder Park Upper Kinder A/B Full Sided","1 Gali Sanchez Way, Millersville, MD 21108",39.096409,-76.586173
"308","Soccer Association Of Columbia","Covenant Park #1","4560 Centennial Lane, Ellicott City, MD 21042",39.245053,-76.867443
"309","Soccer Association Of Columbia","Covenant Park #3","4560 Centennial Lane, Ellicott City, MD 21042",39.245053,-76.867443
"310","Soccer Association Of Columbia","Covenant Park #4","4560 Centennial Lane, Ellicott City, MD 21042",39.245053,-76.867443
"311","Soccer Association Of Columbia","Covenant Park #5","4560 Centennial Lane, Ellicott City, MD 21042",39.245053,-76.867443
"312","Soccer Association Of Columbia","Covenant Park #6","4560 Centennial Lane, Ellicott City, MD 21042",39.245053,-76.867443
"313","Soccer Association Of Columbia","Covenant Park #9A","4560 Centennial Lane, Ellicott City, MD 21042",39.245053,-76.867443
"314","Soccer Association Of Columbia","Covenant Park 1 B","4560 Centennial Lane, Ellicott City, MD 21042",39.245053,-76.867443
"315","Soccer Association Of Columbia","Howard CC #1","10901 Little Patuxent Parkway, Columbia, MD 21044",39.215961,-76.884079
"316","Soccer Association Of Columbia","Howard CC #4A","10901 Little Patuxent Parkway, Columbia, MD 21044",39.215961,-76.884079
"317","South County Athletic Association","South County HS Stadium Turf","8501 Silverbrook RD, Lorton, VA 22079",38.719611,-77.237881
"318","South County Athletic Association","South County HS Track Field","8501 Silverbrook RD, Lorton, VA 22079",38.719611,-77.237881
"319","South County Athletic Association","South County MS Turf #2A (small sided)","8700 Laurel Crest Dr, Lorton, VA 22079",38.71851,-77.233031
"320","South County Athletic Association","South County MS Turf #2B (small sided)","8700 Laurel Crest Dr, Lorton, VA 22079",38.71851,-77.233031
"321","Springfield South County Youth Club","Hayfield High School Practice Turf","7630 Telegraph Rd, Alexandria, VA 22315",38.750999,-77.140602
"322","Springfield South County Youth Club","Hayfield High School Practice Turf #A","7630 Telegraph Rd, Alexandria, VA 22315",38.750999,-77.140602
"323","Springfield South County Youth Club","Hayfield High School Practice Turf #B","7630 Telegraph Rd, Alexandria, VA 22315",38.750999,-77.140602
"324","Springfield South County Youth Club","Hayfield High School Stadium","7630 Telegraph Rd, Alexandria, VA 22315",38.750999,-77.140602
"325","Springfield South County Youth Club","Hooes Road Park #2","7233 Hooes Road, Springfield, VA 22150",38.763769,-77.187225
"326","Springfield South County Youth Club","Hooes Road Park #3","7233 Hooes Road, Springfield, VA 22150",38.763769,-77.187225
"327","Springfield South County Youth Club","Hooes Road Park #4A","7233 Hooes Road, Springfield, VA 22150",38.763769,-77.187225
"328","Springfield South County Youth Club","Loisdale Park Field 1 - Turf","7601 Loisdale Road, Springfield, VA 22150",38.751912,-77.183757
"329","Springfield South County Youth Club","Rolling Valley West Park #2 - Turf","6512 Sydenstricker Road, Burke, VA 22015",38.775688,-77.267894
"330","Springfield South County Youth Club","South Run Field 6","7550 Reservation Dr, Springfield, VA",38.751854,-77.274419
"331","St Mary's Soccer","Chancellors Run Reg Park #1","21905 Chancellors Run Road, Great Mills, MD 20634",38.275954,-76.49471
"332","St Mary's Soccer","Chancellors Run Reg Park #2","21905 Chancellors Run Road, Great Mills, MD 20634",38.275954,-76.49471
"333","St Mary's Soccer","Chancellors Run Reg Park #3","21905 Chancellors Run Road, Great Mills, MD 20634",38.275954,-76.49471
"334","St Mary's Soccer","Chancellors Run Reg Park #4","21905 Chancellors Run Road, Great Mills, MD 20634",38.275954,-76.49471
"335","St Mary's Soccer","Chancellors Run Reg Park #4B","21905 Chancellors Run Road, Great Mills, MD 20634",38.275954,-76.49471
"336","St Mary's Soccer","Chaptico Park Field 2","26600 Budds Creek Road, Mechanicsville, MD 20659",38.373008,-76.808487
"337","St Mary's Soccer","St. Mary's Ryken High School Turf","22600 Camp Calvert Road, Leonardtown, MD 20650",38.28401,-76.629801
"338","Stafford Soccer Club","Duff Green Park #2","75 James Ashby Pkwy, Fredericksburg, VA 22405",37.653258,-76.414315
"339","Stafford Soccer Club","Embrey Mill Park Field #1","1600 Mine Road, Stafford, VA 22554",38.464947,-77.419792
"340","Stafford Soccer Club","Embrey Mill Park Field #2","1600 Mine Road, Stafford, VA 22554",38.464947,-77.419792
"341","Stafford Soccer Club","Embrey Mill Park Field #3","1600 Mine Road, Stafford, VA 22554",38.464947,-77.419792
"342","Stafford Soccer Club","Embrey Mill Park Field #4A","1600 Mine Road, Stafford, VA 22554",38.464947,-77.419792
"343","Stafford Soccer Club","Embrey Mill Park Field #4B","1600 Mine Road, Stafford, VA 22554",38.464947,-77.419792
"344","Stafford Soccer Club","Embrey Mill Park Field #6","1600 Mine Road, Stafford, VA 22554",38.464947,-77.419792
"345","Stafford Soccer Club","Embrey Mill Park Field #7","1600 Mine Road, Stafford, VA 22554",38.464947,-77.419792
"346","Stafford Soccer Club","Embrey Mill Park Field #8","1600 Mine Road, Stafford, VA 22554",38.464947,-77.419792
"347","Stafford Soccer Club","Witter Fields Complex #2","2600 Witter Street, Alexandria, VA 22314",38.813125,-77.039281
"348","Sterling Youth Soccer Association","Potomac Lakes-Paul Hencken Paul Hencken 10","20280 Cascades Parkway, Sterling, VA 20165",39.054282,-77.381757
"349","Sterling Youth Soccer Association","Potomac Lakes-Paul Hencken Paul Hencken 6","20280 Cascades Parkway, Sterling, VA 20165",39.054282,-77.381757
"350","Sterling Youth Soccer Association","Potomac Lakes-Paul Hencken Paul Hencken 7","20280 Cascades Parkway, Sterling, VA 20165",39.054282,-77.381757
"351","Takoma Park","Fairland Center","13313 Old Columbia Pike, Silver Spring, MD 20904",39.074641,-76.958521
"352","Takoma Park","Martin Luther King, Jr. Rec Park Field #4","1120 Jackson Rd., Silver Spring, MD 20904",39.055504,-76.989663
"353","Takoma Park","Montgomery Blair HS","51 East, University Blvd, Silver Spring, MD 20901",39.019455,-77.010928
"354","Takoma Park","William Tyler Page ES #1","13400 Tamarack Rd., Silver Spring, MD 20904",39.074947,-76.982909
"355","Team America Football Club","Falls Church HS Rear Field - Turf","7521 Jaguar Trail, Falls Church, VA 22042",38.863217,-77.20779
"356","Team America Football Club","Falls Church HS Stadium","7521 Jaguar Trail, Falls Church, VA 22042",38.863217,-77.20779
"357","Team America Football Club","Ossian Hall Park RF #01 (turf)","7900 Heritage Drive, Annandale, VA 22003",38.832428,-77.210893
"358","Team America Football Club","Plum Ctr ( old Edsall Park Ctr) RF #1","6815 Edsall Road, Springfield, VA 22151",38.806817,-77.182347
"359","Thunder Soccer Club","Glenelg High School Field 01","14025 Burntwoods Rd, Glenelg, MD 21737",39.276671,-77.003593
"360","Thunder Soccer Club","Hammond High School Turf Field","8800 Guilford Road, Columbia, MD 21046",39.168566,-76.859518
"361","Thunder Soccer Club","Hawthorn Park A","6195 Sunny Spring, Columbia, MD 21044",39.205937,-76.883718
"362","Thunder Soccer Club","Hawthorn Park B","6195 Sunny Spring, Columbia, MD 21044",39.205937,-76.883718
"363","Thunder Soccer Club","Reservoir High School Field 1 (turf)","11550 Scaggsville Road, Fulton, MD 20759",39.150033,-76.915211
"364","Tri-County Soccer Club","Dupont Soccer Complex Field 7 (full sided)","499 Campus Drive, Martinsburg, WV 25404",39.538996,-77.901681
"365","Tri-County Soccer Club","Morgan Grove Park Field 1 Small Sided (u10)","4198 kearneysville pike, shepherdstown, wv 25443",39.423311,-77.820357
"366","Tri-County Soccer Club","Morgan Grove Park Field 2  Small Sided (u12)","4198 kearneysville pike, shepherdstown, wv 25443",39.423311,-77.820357
"367","Tri-County Soccer Club","Spring Mills High School Turf Field","499 Campus Drive, Martinsburg, WV 25404",39.538996,-77.901681
"368","VA Indpt Soccer Team Assoc.","Bull Run Park #1","7700 Bull Run Dr, Centreville, VA 20121",38.802392,-77.490869
"369","VA Indpt Soccer Team Assoc.","Bull Run Park #3A","7700 Bull Run Dr, Centreville, VA 20121",38.802392,-77.490869
"370","VA Indpt Soccer Team Assoc.","Bull Run Park #4","7700 Bull Run Dr, Centreville, VA 20121",38.802392,-77.490869
"371","VA Indpt Soccer Team Assoc.","Culpeper Complex #3","16332 Cyclone Way, Culpeper, VA 22701",38.558201,-78.056116
"372","VA Indpt Soccer Team Assoc.","Culpeper Complex #3","16332 Cyclone Way, Culpeper, VA 22701",38.558201,-78.056116
"373","VA Indpt Soccer Team Assoc.","Culpeper Complex #4","16332 Cyclone Way, Culpeper, VA 22701",38.558201,-78.056116
"374","VA Indpt Soccer Team Assoc.","Culpeper Complex #4","16332 Cyclone Way, Culpeper, VA 22701",38.558201,-78.056116
"375","VA Indpt Soccer Team Assoc.","Highland School Turf","597 Broadview Avenue, Warrenton, VA 20186",38.73281,-77.802734
"376","VA Indpt Soccer Team Assoc.","Kettle Run High School Practice Field","7575 Rogues Rd, Nokesville, VA 20181",38.732309,-77.687494
"377","VA Indpt Soccer Team Assoc.","Shenandoah University Aikens Field","1460 University Dr, Winchester, VA 22601",39.166177,-78.159572
"378","Vienna Youth Soccer","Colvin Run ES Field #1","1400 Trap Road, Vienna, VA 22182",38.945224,-77.264926
"379","Vienna Youth Soccer","Dunn Loring #1","2334 Gallows Rd, Dunn Loring, VA 22027",38.895171,-77.22524
"380","Vienna Youth Soccer","Freedom Hill ES 1","1945 Lord Fairfax Road, Vienna, VA",38.911259,-77.230355
"381","Vienna Youth Soccer","James Madison HS","2500 James Madison Dr, Vienna, VA 22181",38.895865,-77.277639
"382","Vienna Youth Soccer","Jones Branch Park #2 Small","8008 Jones Branch Road, Tysons, VA 22102",38.924718,-77.222389
"383","Vienna Youth Soccer","Luther Jackson Middle School #1","3020 Gallows Road, Falls Church, VA 22042",38.86809,-77.227465
"384","Vienna Youth Soccer","Marshall High School Soccer Field #1","7731 Leesburg Pike, Falls Church, VA 22043",38.908034,-77.213095
"385","Vienna Youth Soccer","Oak Marr Park Field #2","3200 Jermantown Road, Oakton, VA 22124",38.873807,-77.31448
"386","Vienna Youth Soccer","Oakton HS 3","2900 Sutton Rd., Vienna, VA 22181",38.881923,-77.28017
"387","Vienna Youth Soccer","Oakton HS 3L","2900 Sutton Rd., Vienna, VA 22181",38.881923,-77.28017
"388","Vienna Youth Soccer","Oakton HS 3R","2900 Sutton Rd., Vienna, VA 22181",38.881923,-77.28017
"389","Vienna Youth Soccer","Oakton HS Stadium Turf","2900 Sutton Road, Vienna, VA 22181",38.881923,-77.28017
"390","Virginia Soccer Association","Long Park #2","4603 James Madison Hwy, Haymarket, VA 20169",38.855814,-77.637931
"391","Virginia Soccer Association","Long Park #2A","4603 James Madison Hwy, Haymarket, VA 20169",38.855814,-77.637931
"392","Virginia Soccer Association","Long Park Turf #5","4603 James Madison Hwy, Haymarket, VA 20169",38.855814,-77.637931
"393","Virginia Soccer Association","Long Park Turf #5A","4603 James Madison Hwy, Haymarket, VA 20169",38.855814,-77.637931
"394","Virginia Soccer Association","Long Park Turf #6","4603 James Madison Hwy, Haymarket, VA 20169",38.855814,-77.637931
"395","Virginia Soccer Association","Long Park Turf #6A","4603 James Madison Hwy, Haymarket, VA 20169",38.855814,-77.637931
"396","Virginia Soccer Association","Long Park Turf #7","4603 James Madison Hwy, Haymarket, VA 20169",38.855814,-77.637931
"397","Virginia Soccer Association","Patriot High School Stadium Turf Field","10504 Kettle Run Rd, Nokesville, VA 20181",38.727428,-77.577595
"398","Waldorf Soccer Club","Bryantown Sports Complex #03","5665 Bryantown Road, Waldorf, MD 20601",38.557151,-76.84171
"399","Waldorf Soccer Club","Bryantown Sports Complex #06","5665 Bryantown Road, Waldorf, MD 20601",38.557151,-76.84171
"400","Waldorf Soccer Club","Bryantown Sports Complex #08","5665 Bryantown Road, Waldorf, MD 20601",38.557151,-76.84171
"401","Waldorf Soccer Club","Bryantown Sports Complex #12","5665 Bryantown Road, Waldorf, MD 20601",38.557151,-76.84171
"402","Winchester Youth Soccer Club","Handley High School Full size turf","425 Handley Blvd, Winchester, VA 22601",39.178796,-78.175489
"403","Winchester Youth Soccer Club","Sherando #2","255 Lakeview Cir, Stephens City, VA 22655",39.073862,-78.184039
"404","Winchester Youth Soccer Club","Sherando #3","255 Lakeview Cir, Stephens City, VA 22655",39.073862,-78.184039
"405","Winchester Youth Soccer Club","Sherando #6 small","255 Lakeview Cir, Stephens City, VA 22655",39.073862,-78.184039
"406","Winchester Youth Soccer Club","Sherando #7 small","255 Lakeview Cir, Stephens City, VA 22655",39.073862,-78.184039
"407","Winchester Youth Soccer Club","Sherando 1-A","255 Lakeview Cir, Stephens City, VA 22655",39.073862,-78.184039
"408","Woodbridge Soccer Club","Lake Ridge Middle School Football/Soccer Field","12350 Mohican Rd, Woodbridge, VA 22192",38.68507,-77.304076
"409","AC Cugini","Friends Meeting School Field 1","3232 Green Valley Road, Ijamsville, MD 21754",39.320766,-77.284353
"410","Damascus Soccer Club","Maryland SoccerPlex #14","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"411","Damascus Soccer Club","Maryland SoccerPlex #6","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"412","Damascus Soccer Club","Maryland SoccerPlex #7","18031 Central Park Circle, Boyds, MD 20841",39.137122,-77.180403
"413","Fredericksburg FC","FFC Park @ Spotsylvania Sportsplex 11","1898 Mills Drive, Fredericksburg, VA 22408",38.231618,-77.405566
"414","Ft. Washington","Fairland Center","13313 Old Columbia Pike, Silver Spring, MD 20904",39.074641,-76.958521
"415","Ft. Washington","Heurich Park Turf Field","2916 Nicholson Street, Hyattsville, MD 20782",38.962334,-76.968537
"416","Ft. Washington","Walker Mill Regional Park Turf","8100 Walker Mill Road, District Heights, MD 20747",38.875112,-76.878874
"417","Ft. Washington","William Tyler Page ES #1","13400 Tamarack Rd., Silver Spring, MD 20904",39.074947,-76.982909
"418","Hagerstown Soccer Club","Hagerstown SC Complex #6","13317 Cearfoss Pike, Hagerstown, MD 21740",39.678552,-77.755837
"419","Southwestern Youth Association","SYA Complex #2","6626 Bull Run Post Office Road, Centreville, Va 20120",38.846114,-77.51509
"420","Southwestern Youth Association","SYA Complex #3A","6626 Bull Run Post Office Road, Centreville, Va 20120",38.846114,-77.51509
"421","Southwestern Youth Association","SYA Complex #4","6626 Bull Run Post Office Road, Centreville, Va 20120",38.846114,-77.51509
"422","Virginia Blackwatch SC","Bull Run Park #1","7700 Bull Run Dr, Centreville, VA 20121",38.802392,-77.490869
"423","Virginia Blackwatch SC","Shenandoah University Track and Field Complex Field","1460 University Dr, Winchester, VA 22601",39.166177,-78.159572
"424","Warrenton Youth Sports Club","Marshall Northern Complex Soccer Field #1","4155 Monroe Parkway, Marshall, VA 20186",38.713249,-77.803367
"425","Washington Soccer Club","Jelleff Recreation Center SS #1","3265 S Street, NW, Washington, DC 20007-2945",38.906889,-77.065466
"426","Washington Soccer Club","Oak Marr Park Field #1","3200 Jermantown Road, Oakton, VA 22124",38.873807,-77.31448
"427","Washington Soccer Club","Palisades","5200 Sherier Place NW, Washington, DC 20016",38.925695,-77.103723
"428","Washington Soccer Club","Riggs LaSalle Community Center Field #1","501 Riggs Rd, NE, Washington, DC 20011",38.960193,-77.000112
"429","Washington Soccer Club","Shepherd ES","7800 14th St NW, Washington, DC 20012-1490",38.984145,-77.033412
"430","Washington Soccer Club","Sidwell Friends Turf","3825 Wisconsin Ave NW, Washington, DC 20016",38.939047,-77.07457
"431","Washington Soccer Club","Takoma Rec Center Field #3","300 Van Buren St NW, Washington, DC 20012",38.969923,-77.016165
"432","Bar������a Futebol Clube","Franconia Park #4","6100 Cloud Dr, Springfield, VA 22150",38.78615,-77.160277
"433","Bar������a Futebol Clube","Pine Ridge Park #4","3401 Woodburn Rd, Annandale, VA 22003",38.854019,-77.230663
"434","Bar������a Futebol Clube","South County MS Turf #2A (small sided)","8700 Laurel Crest Dr, Lorton, VA 22079",38.71851,-77.233031
"435","Bar������a Futebol Clube","South County MS Turf #2B (small sided)","8700 Laurel Crest Dr, Lorton, VA 22079",38.71851,-77.233031
"436","CapitalFC","Randall Recreation Center #1 Full","25 I Street SW, Washington, DC 20024",38.879211,-77.009787
"437","CapitalFC","Watkins Elementary School - DC #1","420 12th Street Southeast, Washington, DC 20003",38.883552,-76.99032
"438","FC Virginia United","Bles Park #1","4830 Riverside Parkway, Ashburn, VA 20147",39.07813,-77.4872
"439","FC Virginia United","Bles Park #2","4830 Riverside Parkway, Ashburn, VA 20147",39.07813,-77.4872
"440","FC Virginia United","Evergreen Sportsplex #1","19623 Evergreen Mill Road, Leesburg, VA",39.089658,-77.571443
"441","FC Virginia United","Evergreen Sportsplex #2","19623 Evergreen Mill Road, Leesburg, VA",39.089658,-77.571443
"442","FC Virginia United","Evergreen Sportsplex #3","19623 Evergreen Mill Road, Leesburg, VA",39.089658,-77.571443
"443","FC Virginia United","Evergreen Sportsplex #4","19623 Evergreen Mill Road, Leesburg, VA",39.089658,-77.571443
"444","Annandale United FC","Annandale HS Stadium","4700 Medford Dr, Annandale, VA 22003",38.823027,-77.207489
"445","Annandale United FC","Annandale HS Track turf field","4700 Medford Dr, Annandale, VA 22003",38.823027,-77.207489
"446","Annandale United FC","Mason District Park #3 Front Turf","6621 Columbia Pike, Annandale, VA 22003",38.836914,-77.172502
"447","Annandale United FC","Pine Ridge Park #4","3401 Woodburn Rd, Annandale, VA 22003",38.854019,-77.230663
"448","Maryland United FC","Allen Pond Park (Andy Brown)","3330 Northview Drive Bowie, MD 20716",38.935763,-76.731336
"449","Maryland United FC","Allen Pond Park (Huston)","3330 Northview Drive Bowie, MD 20716",38.935763,-76.731336
"450","Maryland United FC","Allen Pond Park (Murtagh 1)","3330 Northview Drive Bowie, MD 20716",38.935763,-76.731336
